fir_number,district,ward,crime_type,severity,latitude,longitude,timestamp,description,accused_names
DEMO-20260822-00451,Vijayanagara,Vijayanagara Demo Zone 2,Theft,5,15.362871,76.45882,2026-08-20T11:03:09,Synthetic demo record: theft reported in Vijayanagara.,Deepak Nair|Harish Nair
DEMO-20260822-00452,Belagavi,Belagavi Demo Zone 1,Dispute,2,15.823009,74.469869,2026-07-17T21:02:09,Synthetic demo record: dispute reported in Belagavi.,Irfan Reddy
DEMO-20260822-00453,Hassan,Hassan Demo Zone 2,Fraud,5,12.974361,76.095118,2026-07-31T19:54:09,Synthetic demo record: fraud reported in Hassan.,Irfan Reddy|Kavitha Reddy|Pradeep Reddy
DEMO-20260822-00454,Shivamogga,Shivamogga Demo Zone 2,Theft,3,13.942736,75.562047,2026-07-15T13:14:09,Synthetic demo record: theft reported in Shivamogga.,Ravi Gowda|Rajesh Gowda
DEMO-20260822-00455,Chikkamagaluru,Chikkamagaluru Demo Zone 3,Theft,5,13.301568,75.763149,2026-06-28T18:58:09,Synthetic demo record: theft reported in Chikkamagaluru.,Deepak Rao|Farhan Rao
DEMO-20260822-00456,Kodagu,Kodagu Demo Zone 2,Assault,6,12.424751,75.723234,2026-06-02T09:53:09,Synthetic demo record: assault reported in Kodagu.,Imran Nair|Manoj Nair
DEMO-20260822-00457,Kolar,Kolar Demo Zone 3,Dispute,4,13.128931,78.104366,2026-05-31T21:56:09,Synthetic demo record: dispute reported in Kolar.,Manoj Sharma|Mohan Sharma
DEMO-20260822-00458,Shivamogga,Shivamogga Demo Zone 1,Assault,6,13.950082,75.596549,2026-07-19T14:29:09,Synthetic demo record: assault reported in Shivamogga.,Ravi Gowda|Deepak Gowda
DEMO-20260822-00459,Davanagere,Davanagere Demo Zone 1,Burglary,5,14.488136,75.899104,2026-07-25T23:50:09,Synthetic demo record: burglary reported in Davanagere.,Deepak Kumar|Imran Kumar|Arjun Kumar
DEMO-20260822-00460,Dharwad,Dharwad Demo Zone 2,Burglary,7,15.464043,75.00775,2026-07-08T17:33:09,Synthetic demo record: burglary reported in Dharwad.,Prakash Gowda
DEMO-20260822-00461,Hassan,Hassan Demo Zone 3,Dispute,4,12.984122,76.099663,2026-06-28T09:59:09,Synthetic demo record: dispute reported in Hassan.,Ashok Reddy
DEMO-20260822-00462,Kalaburagi,Kalaburagi Demo Zone 3,Assault,7,17.346616,76.854867,2026-06-05T06:49:09,Synthetic demo record: assault reported in Kalaburagi.,Vijay Nair
DEMO-20260822-00463,Vijayapura,Vijayapura Demo Zone 2,Vandalism,1,16.832238,75.713904,2026-08-18T00:43:09,Synthetic demo record: vandalism reported in Vijayapura.,Ravi Nair|Pradeep Shetty|Mahesh Nair
DEMO-20260822-00464,Kodagu,Kodagu Demo Zone 4,Fraud,5,12.397174,75.745788,2026-06-25T17:39:09,Synthetic demo record: fraud reported in Kodagu.,Mohan Nair|Nikhil Nair
DEMO-20260822-00465,Shivamogga,Shivamogga Demo Zone 3,Fraud,6,13.900607,75.577389,2026-05-27T14:48:09,Synthetic demo record: fraud reported in Shivamogga.,Prakash Gowda|Manoj Gowda
DEMO-20260822-00466,Chikkamagaluru,Chikkamagaluru Demo Zone 1,Chain Snatching,6,13.336772,75.760178,2026-07-16T01:04:09,Synthetic demo record: chain snatching reported in Chikkamagaluru.,Deepak Rao|Naveen Rao
DEMO-20260822-00467,Haveri,Haveri Demo Zone 1,Theft,3,14.774509,75.418499,2026-06-01T22:36:09,Synthetic demo record: theft reported in Haveri.,Vijay Shetty
DEMO-20260822-00468,Haveri,Haveri Demo Zone 3,Burglary,5,14.809124,75.379055,2026-08-02T17:08:09,Synthetic demo record: burglary reported in Haveri.,Suresh Shetty
DEMO-20260822-00469,Tumakuru,Tumakuru Demo Zone 3,Theft,5,13.310366,77.101592,2026-06-04T03:50:09,Synthetic demo record: theft reported in Tumakuru.,Mahesh Reddy|Suresh Reddy
DEMO-20260822-00470,Yadgir,Yadgir Demo Zone 1,Chain Snatching,8,16.741904,77.122976,2026-07-08T01:53:09,Synthetic demo record: chain snatching reported in Yadgir.,Ramesh Sharma|Harish Sharma
DEMO-20260822-00471,Vijayanagara,Vijayanagara Demo Zone 1,Chain Snatching,8,15.35854,76.455774,2026-06-04T04:06:09,Synthetic demo record: chain snatching reported in Vijayanagara.,Srinivas Nair|Nikhil Nair
DEMO-20260822-00472,Udupi,Udupi Demo Zone 2,Robbery,9,13.337626,74.720568,2026-05-30T21:37:09,Synthetic demo record: robbery reported in Udupi.,Irfan Reddy|Nikhil Reddy
DEMO-20260822-00473,Davanagere,Davanagere Demo Zone 2,Theft,5,14.492283,75.913415,2026-06-18T13:30:09,Synthetic demo record: theft reported in Davanagere.,Deepak Kumar|Srinivas Kumar|Santosh Kumar
DEMO-20260822-00474,Bidar,Bidar Demo Zone 3,Burglary,5,17.925849,77.52562,2026-06-08T12:24:09,Synthetic demo record: burglary reported in Bidar.,Irfan Nair
DEMO-20260822-00475,Koppal,Koppal Demo Zone 1,Robbery,7,15.369884,76.16579,2026-07-14T18:10:09,Synthetic demo record: robbery reported in Koppal.,Saleem Sharma|Anil Rao
DEMO-20260822-00476,Chikkamagaluru,Chikkamagaluru Demo Zone 1,Theft,4,13.289881,75.770134,2026-07-27T19:38:09,Synthetic demo record: theft reported in Chikkamagaluru.,Naveen Rao|Santosh Rao|Imran Rao
DEMO-20260822-00477,Gadag,Gadag Demo Zone 2,Dispute,3,15.459176,75.657537,2026-07-15T01:09:09,Synthetic demo record: dispute reported in Gadag.,Vijay Reddy|Rekha Gowda
DEMO-20260822-00478,Bengaluru Urban,Bengaluru Urban Demo Zone 2,Assault,6,12.95907,77.567665,2026-07-19T20:36:09,Synthetic demo record: assault reported in Bengaluru Urban.,Vijay Nair|Kavitha Shetty
DEMO-20260822-00479,Mandya,Mandya Demo Zone 4,Theft,4,12.529622,76.920565,2026-08-19T01:14:09,Synthetic demo record: theft reported in Mandya.,Vijay Rao|Kiran Rao
DEMO-20260822-00480,Dakshina Kannada,Dakshina Kannada Demo Zone 4,Assault,6,12.922934,74.846654,2026-08-05T22:33:09,Synthetic demo record: assault reported in Dakshina Kannada.,Pooja Patil|Mahesh Kumar
DEMO-20260822-00481,Udupi,Udupi Demo Zone 2,Robbery,8,13.315631,74.764013,2026-07-16T12:29:09,Synthetic demo record: robbery reported in Udupi.,Prakash Reddy
DEMO-20260822-00482,Bengaluru Urban,Bengaluru Urban Demo Zone 4,Dispute,2,12.953323,77.565795,2026-07-06T10:56:09,Synthetic demo record: dispute reported in Bengaluru Urban.,Farhan Shetty
DEMO-20260822-00483,Koppal,Koppal Demo Zone 3,Vandalism,3,15.362077,76.173809,2026-06-29T16:42:09,Synthetic demo record: vandalism reported in Koppal.,Mahesh Rao
DEMO-20260822-00484,Dharwad,Dharwad Demo Zone 4,Theft,4,15.471193,74.998435,2026-08-10T00:33:09,Synthetic demo record: theft reported in Dharwad.,Mohan Gowda
DEMO-20260822-00485,Bidar,Bidar Demo Zone 1,Theft,4,17.92259,77.528626,2026-06-23T03:26:09,Synthetic demo record: theft reported in Bidar.,Arjun Nair|Nikhil Nair
DEMO-20260822-00486,Mysuru,Mysuru Demo Zone 4,Assault,8,12.286115,76.664128,2026-07-23T16:10:09,Synthetic demo record: assault reported in Mysuru.,Rajesh Patil|Naveen Patil
DEMO-20260822-00487,Chitradurga,Chitradurga Demo Zone 2,Dispute,3,14.212424,76.377753,2026-05-24T17:11:09,Synthetic demo record: dispute reported in Chitradurga.,Prakash Patil
DEMO-20260822-00488,Bengaluru Urban,Bengaluru Urban Demo Zone 2,Assault,8,12.973974,77.581427,2026-06-21T02:00:09,Synthetic demo record: assault reported in Bengaluru Urban.,Priya Shetty|Irfan Shetty
DEMO-20260822-00489,Mandya,Mandya Demo Zone 2,Robbery,8,12.538672,76.913579,2026-06-19T16:38:09,Synthetic demo record: robbery reported in Mandya.,Mohan Rao|Rajesh Rao
DEMO-20260822-00490,Vijayanagara,Vijayanagara Demo Zone 1,Assault,8,15.314004,76.442694,2026-08-21T10:01:09,Synthetic demo record: assault reported in Vijayanagara.,Naveen Nair
DEMO-20260822-00491,Chamarajanagar,Chamarajanagar Demo Zone 3,Fraud,4,11.936869,76.927578,2026-07-01T16:53:09,Synthetic demo record: fraud reported in Chamarajanagar.,Meena Nair|Srinivas Sharma
DEMO-20260822-00492,Koppal,Koppal Demo Zone 3,Theft,4,15.343618,76.175145,2026-07-30T09:49:09,Synthetic demo record: theft reported in Koppal.,Suresh Rao|Farhan Sharma|Ganesh Rao
DEMO-20260822-00493,Gadag,Gadag Demo Zone 3,Dispute,2,15.419121,75.615488,2026-07-18T20:34:09,Synthetic demo record: dispute reported in Gadag.,Deepak Reddy|Vijay Reddy|Suresh Reddy
DEMO-20260822-00494,Gadag,Gadag Demo Zone 4,Robbery,9,15.41741,75.621001,2026-06-29T09:50:09,Synthetic demo record: robbery reported in Gadag.,Meena Gowda|Mahesh Reddy
DEMO-20260822-00495,Chikkamagaluru,Chikkamagaluru Demo Zone 3,Dispute,4,13.31098,75.755438,2026-07-03T11:47:09,Synthetic demo record: dispute reported in Chikkamagaluru.,Vijay Rao|Arjun Rao
DEMO-20260822-00496,Kodagu,Kodagu Demo Zone 4,Dispute,4,12.43586,75.731351,2026-06-07T14:10:09,Synthetic demo record: dispute reported in Kodagu.,Mohan Nair
DEMO-20260822-00497,Belagavi,Belagavi Demo Zone 1,Assault,6,15.823356,74.472561,2026-08-03T08:48:09,Synthetic demo record: assault reported in Belagavi.,Arjun Reddy
DEMO-20260822-00498,Vijayanagara,Vijayanagara Demo Zone 3,Dispute,3,15.313928,76.454878,2026-08-06T10:11:09,Synthetic demo record: dispute reported in Vijayanagara.,Srinivas Nair|Rohit Nair
DEMO-20260822-00499,Bengaluru Rural,Bengaluru Rural Demo Zone 2,Assault,7,13.269441,77.594821,2026-06-26T14:15:09,Synthetic demo record: assault reported in Bengaluru Rural.,Anil Shetty|Ramesh Shetty|Manoj Shetty
DEMO-20260822-00500,Mysuru,Mysuru Demo Zone 4,Vandalism,2,12.27928,76.614301,2026-06-06T05:36:09,Synthetic demo record: vandalism reported in Mysuru.,Meena Rao|Rekha Rao
DEMO-20260822-00501,Chitradurga,Chitradurga Demo Zone 2,Burglary,7,14.212493,76.360642,2026-06-13T00:50:09,Synthetic demo record: burglary reported in Chitradurga.,Anil Patil|Priya Rao
DEMO-20260822-00502,Ballari,Ballari Demo Zone 3,Vandalism,3,15.124813,76.896726,2026-07-12T08:34:09,Synthetic demo record: vandalism reported in Ballari.,Priya Gowda|Rohit Gowda
DEMO-20260822-00503,Tumakuru,Tumakuru Demo Zone 1,Assault,8,13.310275,77.104486,2026-05-25T21:22:09,Synthetic demo record: assault reported in Tumakuru.,Mahesh Reddy
DEMO-20260822-00504,Vijayanagara,Vijayanagara Demo Zone 1,Burglary,6,15.316031,76.44075,2026-07-26T12:03:09,Synthetic demo record: burglary reported in Vijayanagara.,Naveen Nair
DEMO-20260822-00505,Davanagere,Davanagere Demo Zone 2,Burglary,5,14.492998,75.913628,2026-06-11T20:22:09,Synthetic demo record: burglary reported in Davanagere.,Ashok Kumar|Imran Kumar
DEMO-20260822-00506,Bengaluru Urban,Bengaluru Urban Demo Zone 1,Theft,3,12.958926,77.567445,2026-06-15T08:35:09,Synthetic demo record: theft reported in Bengaluru Urban.,Rekha Shetty|Arjun Shetty
DEMO-20260822-00507,Ramanagara,Ramanagara Demo Zone 4,Fraud,5,12.72605,77.257641,2026-05-27T07:21:09,Synthetic demo record: fraud reported in Ramanagara.,Vijay Kumar|Pradeep Kumar
DEMO-20260822-00508,Vijayanagara,Vijayanagara Demo Zone 4,Theft,3,15.312396,76.474236,2026-07-27T00:48:09,Synthetic demo record: theft reported in Vijayanagara.,Priya Nair
DEMO-20260822-00509,Haveri,Haveri Demo Zone 4,Vandalism,3,14.824536,75.386789,2026-07-04T20:42:09,Synthetic demo record: vandalism reported in Haveri.,Kiran Shetty|Ganesh Shetty
DEMO-20260822-00510,Bidar,Bidar Demo Zone 2,Fraud,6,17.92359,77.527181,2026-07-13T11:47:09,Synthetic demo record: fraud reported in Bidar.,Naveen Nair
DEMO-20260822-00511,Dharwad,Dharwad Demo Zone 3,Assault,8,15.477279,74.998238,2026-06-04T04:15:09,Synthetic demo record: assault reported in Dharwad.,Mahesh Gowda|Srinivas Gowda
DEMO-20260822-00512,Bagalkote,Bagalkote Demo Zone 2,Dispute,3,16.198536,75.658615,2026-07-27T22:37:09,Synthetic demo record: dispute reported in Bagalkote.,Mohan Gowda|Rajesh Gowda|Deepak Gowda
DEMO-20260822-00513,Bengaluru Rural,Bengaluru Rural Demo Zone 1,Fraud,4,13.26523,77.595456,2026-07-28T17:37:09,Synthetic demo record: fraud reported in Bengaluru Rural.,Naveen Shetty|Ashok Shetty|Manoj Shetty
DEMO-20260822-00514,Chikkamagaluru,Chikkamagaluru Demo Zone 4,Theft,5,13.299744,75.762514,2026-08-16T23:14:09,Synthetic demo record: theft reported in Chikkamagaluru.,Farhan Rao|Imran Rao
DEMO-20260822-00515,Haveri,Haveri Demo Zone 4,Vandalism,3,14.772346,75.424867,2026-06-20T04:21:09,Synthetic demo record: vandalism reported in Haveri.,Deepak Shetty|Ashok Shetty
DEMO-20260822-00516,Udupi,Udupi Demo Zone 4,Theft,5,13.341199,74.720963,2026-06-20T23:19:09,Synthetic demo record: theft reported in Udupi.,Naveen Reddy|Rekha Reddy
DEMO-20260822-00517,Chikkamagaluru,Chikkamagaluru Demo Zone 1,Theft,3,13.317692,75.752318,2026-06-07T16:09:09,Synthetic demo record: theft reported in Chikkamagaluru.,Srinivas Rao|Ashok Rao
DEMO-20260822-00518,Tumakuru,Tumakuru Demo Zone 3,Dispute,2,13.352821,77.110455,2026-05-25T19:19:09,Synthetic demo record: dispute reported in Tumakuru.,Anil Reddy|Suresh Reddy
DEMO-20260822-00519,Tumakuru,Tumakuru Demo Zone 4,Vandalism,2,13.364829,77.122457,2026-06-30T21:20:09,Synthetic demo record: vandalism reported in Tumakuru.,Saleem Gowda|Rekha Gowda
DEMO-20260822-00520,Dakshina Kannada,Dakshina Kannada Demo Zone 4,Robbery,7,12.886493,74.841152,2026-07-31T02:42:09,Synthetic demo record: robbery reported in Dakshina Kannada.,Pradeep Patil
DEMO-20260822-00521,Mandya,Mandya Demo Zone 2,Theft,4,12.488915,76.893504,2026-07-03T17:13:09,Synthetic demo record: theft reported in Mandya.,Rajesh Rao|Santosh Rao|Ashok Rao
DEMO-20260822-00522,Belagavi,Belagavi Demo Zone 1,Theft,4,15.876151,74.518651,2026-08-02T17:44:09,Synthetic demo record: theft reported in Belagavi.,Kavitha Reddy|Ashok Reddy
DEMO-20260822-00523,Dharwad,Dharwad Demo Zone 4,Theft,4,15.4802,74.986372,2026-07-14T07:34:09,Synthetic demo record: theft reported in Dharwad.,Suresh Gowda
DEMO-20260822-00524,Bagalkote,Bagalkote Demo Zone 1,Theft,3,16.197087,75.651063,2026-06-20T18:05:09,Synthetic demo record: theft reported in Bagalkote.,Deepak Gowda|Ramesh Gowda
DEMO-20260822-00525,Shivamogga,Shivamogga Demo Zone 3,Assault,8,13.945297,75.567383,2026-06-27T00:06:09,Synthetic demo record: assault reported in Shivamogga.,Deepak Gowda|Ashok Gowda|Mohan Gowda
DEMO-20260822-00526,Shivamogga,Shivamogga Demo Zone 4,Fraud,4,13.897444,75.577433,2026-08-14T14:27:09,Synthetic demo record: fraud reported in Shivamogga.,Manoj Gowda|Suresh Gowda
DEMO-20260822-00527,Kolar,Kolar Demo Zone 3,Theft,5,13.114022,78.103875,2026-08-20T18:40:09,Synthetic demo record: theft reported in Kolar.,Manoj Sharma|Mahesh Sharma|Harish Sharma
DEMO-20260822-00528,Mysuru,Mysuru Demo Zone 4,Burglary,7,12.289246,76.645797,2026-06-03T15:25:09,Synthetic demo record: burglary reported in Mysuru.,Anil Patil|Vijay Patil
DEMO-20260822-00529,Tumakuru,Tumakuru Demo Zone 4,Theft,4,13.30904,77.099103,2026-07-19T13:10:09,Synthetic demo record: theft reported in Tumakuru.,Irfan Gowda
DEMO-20260822-00530,Davanagere,Davanagere Demo Zone 3,Theft,3,14.485911,75.895248,2026-07-19T16:48:09,Synthetic demo record: theft reported in Davanagere.,Imran Kumar|Ashok Kumar|Ramesh Kumar
DEMO-20260822-00531,Haveri,Haveri Demo Zone 1,Chain Snatching,7,14.769648,75.420617,2026-08-11T08:46:09,Synthetic demo record: chain snatching reported in Haveri.,Anil Shetty
DEMO-20260822-00532,Bidar,Bidar Demo Zone 1,Burglary,6,17.917236,77.526123,2026-07-19T16:05:09,Synthetic demo record: burglary reported in Bidar.,Naveen Nair|Farhan Nair
DEMO-20260822-00533,Ballari,Ballari Demo Zone 2,Fraud,6,15.113011,76.920914,2026-08-10T09:29:09,Synthetic demo record: fraud reported in Ballari.,Suresh Reddy|Rajesh Reddy
DEMO-20260822-00534,Haveri,Haveri Demo Zone 3,Theft,3,14.82192,75.388607,2026-07-22T13:38:09,Synthetic demo record: theft reported in Haveri.,Harish Shetty|Pooja Reddy
DEMO-20260822-00535,Vijayapura,Vijayapura Demo Zone 2,Theft,5,16.813203,75.708784,2026-07-22T17:07:09,Synthetic demo record: theft reported in Vijayapura.,Saleem Shetty|Ravi Nair
DEMO-20260822-00536,Vijayanagara,Vijayanagara Demo Zone 2,Dispute,4,15.358363,76.456688,2026-07-20T05:19:09,Synthetic demo record: dispute reported in Vijayanagara.,Rohit Nair|Mohan Nair|Srinivas Nair
DEMO-20260822-00537,Kodagu,Kodagu Demo Zone 2,Chain Snatching,7,12.425946,75.722465,2026-08-16T15:15:09,Synthetic demo record: chain snatching reported in Kodagu.,Imran Nair
DEMO-20260822-00538,Haveri,Haveri Demo Zone 2,Theft,4,14.820267,75.390497,2026-07-07T05:36:09,Synthetic demo record: theft reported in Haveri.,Pooja Reddy|Rajesh Shetty
DEMO-20260822-00539,Belagavi,Belagavi Demo Zone 3,Theft,4,15.820676,74.503196,2026-08-09T00:01:09,Synthetic demo record: theft reported in Belagavi.,Kavitha Reddy|Srinivas Reddy
DEMO-20260822-00540,Kolar,Kolar Demo Zone 1,Dispute,4,13.11482,78.110865,2026-07-04T03:05:09,Synthetic demo record: dispute reported in Kolar.,Suresh Sharma|Srinivas Sharma|Vijay Sharma
DEMO-20260822-00541,Yadgir,Yadgir Demo Zone 4,Dispute,3,16.742747,77.102884,2026-06-11T08:00:09,Synthetic demo record: dispute reported in Yadgir.,Pooja Nair|Manoj Sharma|Naveen Sharma
DEMO-20260822-00542,Bagalkote,Bagalkote Demo Zone 1,Assault,6,16.186165,75.668901,2026-06-07T22:32:09,Synthetic demo record: assault reported in Bagalkote.,Ravi Gowda|Arjun Gowda
DEMO-20260822-00543,Tumakuru,Tumakuru Demo Zone 2,Assault,7,13.334404,77.109801,2026-07-31T20:27:09,Synthetic demo record: assault reported in Tumakuru.,Priya Gowda|Manoj Reddy|Mahesh Reddy
DEMO-20260822-00544,Koppal,Koppal Demo Zone 1,Theft,4,15.367177,76.141852,2026-05-28T14:43:09,Synthetic demo record: theft reported in Koppal.,Nikhil Sharma|Ganesh Rao|Suresh Rao
DEMO-20260822-00545,Uttara Kannada,Uttara Kannada Demo Zone 3,Dispute,2,14.849246,74.152554,2026-06-05T10:05:09,Synthetic demo record: dispute reported in Uttara Kannada.,Prakash Shetty|Srinivas Shetty|Pooja Reddy
DEMO-20260822-00546,Dakshina Kannada,Dakshina Kannada Demo Zone 4,Assault,6,12.892718,74.832968,2026-05-30T15:07:09,Synthetic demo record: assault reported in Dakshina Kannada.,Rohit Patil|Nikhil Patil
DEMO-20260822-00547,Bidar,Bidar Demo Zone 2,Fraud,6,17.929476,77.539483,2026-05-30T01:02:09,Synthetic demo record: fraud reported in Bidar.,Saleem Nair|Mohan Nair
DEMO-20260822-00548,Mysuru,Mysuru Demo Zone 1,Theft,3,12.271074,76.64756,2026-07-03T02:48:09,Synthetic demo record: theft reported in Mysuru.,Ganesh Patil|Rajesh Patil|Santosh Patil
DEMO-20260822-00549,Mysuru,Mysuru Demo Zone 2,Robbery,9,12.32833,76.642944,2026-06-24T03:15:09,Synthetic demo record: robbery reported in Mysuru.,Prakash Patil|Deepak Patil
DEMO-20260822-00550,Raichur,Raichur Demo Zone 4,Vandalism,2,16.23418,77.311643,2026-06-18T22:35:09,Synthetic demo record: vandalism reported in Raichur.,Kavitha Patil|Kiran Patil
DEMO-20260822-00551,Uttara Kannada,Uttara Kannada Demo Zone 4,Assault,8,14.791834,74.153497,2026-08-05T00:13:09,Synthetic demo record: assault reported in Uttara Kannada.,Meena Reddy|Pooja Reddy
DEMO-20260822-00552,Vijayapura,Vijayapura Demo Zone 2,Theft,3,16.802509,75.677971,2026-08-08T21:12:09,Synthetic demo record: theft reported in Vijayapura.,Ganesh Nair|Pooja Shetty
DEMO-20260822-00553,Hassan,Hassan Demo Zone 4,Theft,5,12.997945,76.107763,2026-05-31T07:38:09,Synthetic demo record: theft reported in Hassan.,Irfan Reddy|Pradeep Reddy|Srinivas Reddy
DEMO-20260822-00554,Gadag,Gadag Demo Zone 1,Theft,3,15.425904,75.615601,2026-08-07T00:23:09,Synthetic demo record: theft reported in Gadag.,Ganesh Reddy|Anil Reddy|Rekha Gowda
DEMO-20260822-00555,Ballari,Ballari Demo Zone 4,Dispute,3,15.132272,76.900059,2026-07-19T22:15:09,Synthetic demo record: dispute reported in Ballari.,Vijay Reddy
DEMO-20260822-00556,Ramanagara,Ramanagara Demo Zone 2,Vandalism,3,12.702284,77.25688,2026-06-01T19:32:09,Synthetic demo record: vandalism reported in Ramanagara.,Nikhil Kumar|Ganesh Kumar
DEMO-20260822-00557,Bidar,Bidar Demo Zone 4,Burglary,7,17.872013,77.535758,2026-07-11T10:43:09,Synthetic demo record: burglary reported in Bidar.,Saleem Nair
DEMO-20260822-00558,Davanagere,Davanagere Demo Zone 2,Chain Snatching,7,14.489793,75.890029,2026-08-14T18:37:09,Synthetic demo record: chain snatching reported in Davanagere.,Ramesh Kumar|Harish Kumar
DEMO-20260822-00559,Hassan,Hassan Demo Zone 1,Assault,7,12.991513,76.107699,2026-06-29T16:45:09,Synthetic demo record: assault reported in Hassan.,Srinivas Reddy|Kavitha Reddy
DEMO-20260822-00560,Mysuru,Mysuru Demo Zone 2,Burglary,6,12.290429,76.646227,2026-08-06T14:49:09,Synthetic demo record: burglary reported in Mysuru.,Suresh Patil|Ganesh Patil
DEMO-20260822-00561,Bagalkote,Bagalkote Demo Zone 3,Fraud,5,16.197491,75.655509,2026-08-08T10:58:09,Synthetic demo record: fraud reported in Bagalkote.,Santosh Gowda|Pradeep Gowda|Vijay Gowda
DEMO-20260822-00562,Dakshina Kannada,Dakshina Kannada Demo Zone 4,Fraud,5,12.891161,74.88192,2026-07-05T16:42:09,Synthetic demo record: fraud reported in Dakshina Kannada.,Rekha Patil
DEMO-20260822-00563,Dharwad,Dharwad Demo Zone 2,Dispute,4,15.480196,75.040235,2026-07-20T11:39:09,Synthetic demo record: dispute reported in Dharwad.,Pradeep Gowda
DEMO-20260822-00564,Bengaluru Rural,Bengaluru Rural Demo Zone 2,Assault,6,13.26645,77.597917,2026-06-22T04:50:09,Synthetic demo record: assault reported in Bengaluru Rural.,Pooja Reddy|Srinivas Shetty
DEMO-20260822-00565,Chamarajanagar,Chamarajanagar Demo Zone 3,Assault,7,11.948812,76.939883,2026-07-27T20:47:09,Synthetic demo record: assault reported in Chamarajanagar.,Ravi Sharma
DEMO-20260822-00566,Chikkaballapur,Chikkaballapur Demo Zone 3,Dispute,2,13.448954,77.711643,2026-06-10T00:22:09,Synthetic demo record: dispute reported in Chikkaballapur.,Irfan Sharma|Farhan Sharma
DEMO-20260822-00567,Bagalkote,Bagalkote Demo Zone 1,Assault,7,16.199283,75.66611,2026-08-14T23:59:09,Synthetic demo record: assault reported in Bagalkote.,Ashok Gowda|Arjun Gowda
DEMO-20260822-00568,Tumakuru,Tumakuru Demo Zone 1,Dispute,4,13.330143,77.113933,2026-05-26T00:50:09,Synthetic demo record: dispute reported in Tumakuru.,Kavitha Gowda|Suresh Reddy|Imran Gowda
DEMO-20260822-00569,Kalaburagi,Kalaburagi Demo Zone 4,Assault,7,17.316785,76.827848,2026-06-25T05:07:09,Synthetic demo record: assault reported in Kalaburagi.,Suresh Nair|Pradeep Shetty
DEMO-20260822-00570,Shivamogga,Shivamogga Demo Zone 2,Dispute,3,13.945105,75.563287,2026-08-16T02:36:09,Synthetic demo record: dispute reported in Shivamogga.,Anil Gowda|Kiran Gowda
DEMO-20260822-00571,Ballari,Ballari Demo Zone 2,Burglary,5,15.104403,76.897795,2026-05-28T10:46:09,Synthetic demo record: burglary reported in Ballari.,Deepak Reddy
DEMO-20260822-00572,Bidar,Bidar Demo Zone 2,Dispute,2,17.879382,77.504881,2026-07-31T20:16:09,Synthetic demo record: dispute reported in Bidar.,Harish Nair
DEMO-20260822-00573,Kodagu,Kodagu Demo Zone 3,Dispute,2,12.42683,75.751177,2026-06-25T12:00:09,Synthetic demo record: dispute reported in Kodagu.,Rohit Nair|Harish Nair|Pradeep Nair
DEMO-20260822-00574,Uttara Kannada,Uttara Kannada Demo Zone 4,Theft,4,14.846021,74.157507,2026-05-28T08:35:09,Synthetic demo record: theft reported in Uttara Kannada.,Pooja Reddy|Ashok Shetty
DEMO-20260822-00575,Kalaburagi,Kalaburagi Demo Zone 4,Dispute,4,17.34343,76.843923,2026-07-07T15:26:09,Synthetic demo record: dispute reported in Kalaburagi.,Anil Nair
DEMO-20260822-00576,Tumakuru,Tumakuru Demo Zone 1,Dispute,3,13.312606,77.104489,2026-07-18T19:56:09,Synthetic demo record: dispute reported in Tumakuru.,Ganesh Reddy
DEMO-20260822-00577,Belagavi,Belagavi Demo Zone 4,Burglary,6,15.824779,74.512477,2026-06-13T09:37:09,Synthetic demo record: burglary reported in Belagavi.,Kavitha Reddy|Kiran Reddy
DEMO-20260822-00578,Bengaluru Rural,Bengaluru Rural Demo Zone 1,Chain Snatching,8,13.287965,77.6137,2026-07-11T04:48:09,Synthetic demo record: chain snatching reported in Bengaluru Rural.,Rajesh Shetty
DEMO-20260822-00579,Uttara Kannada,Uttara Kannada Demo Zone 4,Dispute,2,14.834897,74.146121,2026-07-15T17:47:09,Synthetic demo record: dispute reported in Uttara Kannada.,Ashok Shetty
DEMO-20260822-00580,Kalaburagi,Kalaburagi Demo Zone 4,Theft,3,17.348926,76.853514,2026-07-08T11:56:09,Synthetic demo record: theft reported in Kalaburagi.,Kavitha Shetty|Rekha Shetty
DEMO-20260822-00581,Yadgir,Yadgir Demo Zone 3,Fraud,4,16.77385,77.145213,2026-06-07T18:12:09,Synthetic demo record: fraud reported in Yadgir.,Kavitha Nair|Ramesh Sharma
DEMO-20260822-00582,Chikkaballapur,Chikkaballapur Demo Zone 4,Dispute,4,13.452847,77.73649,2026-06-26T02:51:09,Synthetic demo record: dispute reported in Chikkaballapur.,Nikhil Sharma|Farhan Sharma
DEMO-20260822-00583,Kolar,Kolar Demo Zone 4,Theft,4,13.126579,78.100147,2026-07-11T21:44:09,Synthetic demo record: theft reported in Kolar.,Vijay Sharma|Suresh Sharma
DEMO-20260822-00584,Belagavi,Belagavi Demo Zone 2,Assault,8,15.821593,74.502817,2026-06-18T15:28:09,Synthetic demo record: assault reported in Belagavi.,Naveen Reddy
DEMO-20260822-00585,Davanagere,Davanagere Demo Zone 3,Theft,3,14.488943,75.89321,2026-06-27T08:28:09,Synthetic demo record: theft reported in Davanagere.,Pradeep Kumar|Rajesh Kumar|Ramesh Kumar
